event_time,machine_id,axis,vibration_rms,vibration_peak,unit
2025-06-24 14:08:00,M03,x,0.8454,1.2364,mm/s
2025-06-24 14:08:00,M03,y,0.8684,1.4466,mm/s
2025-06-24 14:08:00,M03,z,0.9901,1.5689,mm/s
2025-06-24 14:09:00,M01,x,0.85,1.1948,mm/s
2025-06-24 14:09:00,M01,y,1.0548,1.5417,mm/s
2025-06-24 14:09:00,M01,z,1.5286,2.0296,mm/s
2025-06-24 14:09:00,M02,x,1.139,1.6979,mm/s
2025-06-24 14:09:00,M02,y,1.1424,1.7129,mm/s
2025-06-24 14:09:00,M02,z,2.0353,3.5267,mm/s
2025-06-24 14:09:00,M03,x,0.9932,1.3355,mm/s
2025-06-24 14:09:00,M03,y,0.9643,1.6294,mm/s
2025-06-24 14:09:00,M03,z,0.9809,1.4149,mm/s
2025-06-24 14:10:00,M01,x,0.9509,1.2935,mm/s
2025-06-24 14:10:00,M01,y,0.9417,1.4553,mm/s
2025-06-24 14:10:00,M01,z,1.4465,2.1047,mm/s
2025-06-24 14:10:00,M02,x,1.0799,1.7737,mm/s
2025-06-24 14:10:00,M02,y,1.1402,1.9566,mm/s
2025-06-24 14:10:00,M02,z,2.1268,3.31,mm/s
2025-06-24 14:10:00,M03,x,0.8169,1.2566,mm/s
2025-06-24 14:10:00,M03,y,0.9554,1.511,mm/s
2025-06-24 14:10:00,M03,z,0.9405,1.604,mm/s
2025-06-24 14:11:00,M01,x,0.9812,1.5767,mm/s
2025-06-24 14:11:00,M01,y,0.9614,1.2693,mm/s
2025-06-24 14:11:00,M01,z,1.5307,2.2515,mm/s
2025-06-24 14:11:00,M02,x,1.0222,1.6796,mm/s
2025-06-24 14:11:00,M02,y,1.1065,1.5242,mm/s
2025-06-24 14:11:00,M02,z,2.1203,3.3126,mm/s
2025-06-24 14:11:00,M03,x,0.9017,1.3033,mm/s
2025-06-24 14:11:00,M03,y,0.8694,1.3378,mm/s
2025-06-24 14:11:00,M03,z,1.0335,1.4203,mm/s
2025-06-24 14:12:00,M01,x,1.01,1.738,mm/s
2025-06-24 14:12:00,M01,y,1.0621,1.6585,mm/s
2025-06-24 14:12:00,M01,z,1.5115,2.0228,mm/s
2025-06-24 14:12:00,M02,x,1.062,1.4045,mm/s
2025-06-24 14:12:00,M02,y,1.1328,1.5262,mm/s
2025-06-24 14:12:00,M02,z,2.2963,3.744,mm/s
2025-06-24 14:12:00,M03,x,0.8722,1.245,mm/s
2025-06-24 14:12:00,M03,y,0.9372,1.2567,mm/s
2025-06-24 14:12:00,M03,z,0.9803,1.5987,mm/s
2025-06-24 14:13:00,M01,x,0.9496,1.3197,mm/s
2025-06-24 14:13:00,M01,y,1.0165,1.3638,mm/s
2025-06-24 14:13:00,M01,z,1.5526,2.699,mm/s
2025-06-24 14:13:00,M02,x,1.0343,1.5799,mm/s
2025-06-24 14:13:00,M02,y,1.1508,1.8817,mm/s
2025-06-24 14:13:00,M02,z,2.341,4.1748,mm/s
2025-06-24 14:13:00,M03,x,0.878,1.5239,mm/s
2025-06-24 14:13:00,M03,y,0.9598,1.6062,mm/s
2025-06-24 14:13:00,M03,z,1.0236,1.6398,mm/s
2025-06-24 14:14:00,M01,x,0.9631,1.5094,mm/s
2025-06-24 14:14:00,M01,y,0.9863,1.2851,mm/s
2025-06-24 14:14:00,M01,z,1.5357,2.3628,mm/s
2025-06-24 14:14:00,M02,x,1.0664,1.7552,mm/s
2025-06-24 14:14:00,M02,y,1.1706,1.8741,mm/s
2025-06-24 14:14:00,M02,z,2.3804,3.6738,mm/s
2025-06-24 14:14:00,M03,x,0.8206,1.2148,mm/s
2025-06-24 14:14:00,M03,y,0.8768,1.4352,mm/s
2025-06-24 14:14:00,M03,z,0.9853,1.43,mm/s
2025-06-24 14:15:00,M01,x,0.9127,1.2436,mm/s
2025-06-24 14:15:00,M01,y,1.0194,1.3333,mm/s
2025-06-24 14:15:00,M01,z,1.5204,2.7143,mm/s
2025-06-24 14:15:00,M02,x,1.0673,1.7336,mm/s
2025-06-24 14:15:00,M02,y,1.0788,1.7529,mm/s
2025-06-24 14:15:00,M02,z,2.4984,4.2348,mm/s
2025-06-24 14:15:00,M03,x,0.922,1.2866,mm/s
2025-06-24 14:15:00,M03,y,0.936,1.4386,mm/s
2025-06-24 14:15:00,M03,z,1.0424,1.3665,mm/s
2025-06-24 14:16:00,M01,x,0.9616,1.5879,mm/s
2025-06-24 14:16:00,M01,y,1.0199,1.8174,mm/s
2025-06-24 14:16:00,M01,z,1.442,2.2965,mm/s
2025-06-24 14:16:00,M02,x,1.0641,1.4905,mm/s
2025-06-24 14:16:00,M02,y,1.0313,1.3669,mm/s
2025-06-24 14:16:00,M02,z,2.6113,3.405,mm/s
2025-06-24 14:16:00,M03,x,0.8568,1.5335,mm/s
2025-06-24 14:16:00,M03,y,0.9038,1.5584,mm/s
2025-06-24 14:16:00,M03,z,0.9956,1.5702,mm/s
2025-06-24 14:17:00,M01,x,0.8963,1.2955,mm/s
2025-06-24 14:17:00,M01,y,0.954,1.5221,mm/s
2025-06-24 14:17:00,M01,z,1.5249,2.4486,mm/s
2025-06-24 14:17:00,M02,x,1.0181,1.5719,mm/s
2025-06-24 14:17:00,M02,y,1.0336,1.7128,mm/s
2025-06-24 14:17:00,M02,z,2.6954,3.9297,mm/s
2025-06-24 14:17:00,M03,x,0.8926,1.1887,mm/s
2025-06-24 14:17:00,M03,y,0.9825,1.5098,mm/s
2025-06-24 14:17:00,M03,z,0.9741,1.5073,mm/s
2025-06-24 14:18:00,M01,x,0.9842,1.6227,mm/s
2025-06-24 14:18:00,M01,y,0.9862,1.2923,mm/s
2025-06-24 14:18:00,M01,z,1.5163,2.2319,mm/s
2025-06-24 14:18:00,M02,x,1.0754,1.5228,mm/s
2025-06-24 14:18:00,M02,y,1.1166,1.6409,mm/s
2025-06-24 14:18:00,M02,z,2.916,4.6687,mm/s
2025-06-24 14:18:00,M03,x,0.9321,1.2729,mm/s
2025-06-24 14:18:00,M03,y,0.9011,1.3036,mm/s
2025-06-24 14:18:00,M03,z,0.9756,1.6747,mm/s
2025-06-24 14:19:00,M01,x,0.8516,1.3937,mm/s
2025-06-24 14:19:00,M01,y,0.9931,1.6881,mm/s
2025-06-24 14:19:00,M01,z,1.4528,2.5021,mm/s
2025-06-24 14:19:00,M02,x,1.0265,1.719,mm/s
2025-06-24 14:19:00,M02,y,1.0774,1.76,mm/s
2025-06-24 14:19:00,M02,z,2.9417,4.7152,mm/s
2025-06-24 14:19:00,M03,x,0.9193,1.2415,mm/s
2025-06-24 14:19:00,M03,y,0.8399,1.2194,mm/s
2025-06-24 14:19:00,M03,z,1.0642,1.4949,mm/s
2025-06-24 14:20:00,M01,x,0.9573,1.6661,mm/s
2025-06-24 14:20:00,M01,y,1.0022,1.4818,mm/s
2025-06-24 14:20:00,M01,z,1.5658,2.7358,mm/s
2025-06-24 14:20:00,M02,x,1.113,1.4647,mm/s
2025-06-24 14:20:00,M02,y,1.1391,1.8326,mm/s
2025-06-24 14:20:00,M02,z,3.0332,4.1262,mm/s
2025-06-24 14:20:00,M03,x,0.905,1.3305,mm/s
2025-06-24 14:20:00,M03,y,0.9805,1.4488,mm/s
2025-06-24 14:20:00,M03,z,1.0785,1.5463,mm/s
2025-06-24 14:21:00,M01,x,0.9737,1.3394,mm/s
2025-06-24 14:21:00,M01,y,0.9823,1.6058,mm/s
2025-06-24 14:21:00,M01,z,1.4815,2.4492,mm/s
2025-06-24 14:21:00,M02,x,1.0884,1.6637,mm/s
2025-06-24 14:21:00,M02,y,1.0809,1.86,mm/s
2025-06-24 14:21:00,M02,z,3.1245,5.0157,mm/s
2025-06-24 14:21:00,M03,x,0.9121,1.5424,mm/s
2025-06-24 14:21:00,M03,y,1.0205,1.3481,mm/s
2025-06-24 14:21:00,M03,z,0.9758,1.32,mm/s
2025-06-24 14:22:00,M01,x,0.8946,1.5705,mm/s
2025-06-24 14:22:00,M01,y,0.941,1.2972,mm/s
2025-06-24 14:22:00,M01,z,1.5162,2.3546,mm/s
2025-06-24 14:22:00,M02,x,1.0917,1.8191,mm/s
2025-06-24 14:22:00,M02,y,1.1469,1.6829,mm/s
2025-06-24 14:22:00,M02,z,3.2371,4.4312,mm/s
2025-06-24 14:22:00,M03,x,0.925,1.3948,mm/s
2025-06-24 14:22:00,M03,y,0.915,1.5413,mm/s
2025-06-24 14:22:00,M03,z,1.0021,1.4737,mm/s
2025-06-24 14:23:00,M01,x,1.0228,1.5879,mm/s
2025-06-24 14:23:00,M01,y,1.0332,1.7331,mm/s
2025-06-24 14:23:00,M01,z,1.5485,2.2923,mm/s
2025-06-24 14:23:00,M02,x,1.0383,1.741,mm/s
2025-06-24 14:23:00,M02,y,1.0803,1.6322,mm/s
2025-06-24 14:23:00,M02,z,3.3065,4.9819,mm/s
2025-06-24 14:23:00,M03,x,0.9713,1.4615,mm/s
2025-06-24 14:23:00,M03,y,0.8744,1.4841,mm/s
2025-06-24 14:23:00,M03,z,1.0201,1.5107,mm/s
2025-06-24 14:24:00,M01,x,0.972,1.2684,mm/s
2025-06-24 14:24:00,M01,y,1.0042,1.7103,mm/s
2025-06-24 14:24:00,M01,z,1.5458,2.2529,mm/s
2025-06-24 14:24:00,M02,x,1.0442,1.8701,mm/s
2025-06-24 14:24:00,M02,y,1.1073,1.8598,mm/s
2025-06-24 14:24:00,M02,z,3.4022,5.5459,mm/s
2025-06-24 14:24:00,M03,x,0.8456,1.1237,mm/s
2025-06-24 14:24:00,M03,y,0.883,1.4268,mm/s
2025-06-24 14:24:00,M03,z,0.9866,1.539,mm/s
2025-06-24 14:25:00,M01,x,0.8928,1.2927,mm/s
2025-06-24 14:25:00,M01,y,0.9506,1.4989,mm/s
2025-06-24 14:25:00,M01,z,1.5662,2.2744,mm/s
2025-06-24 14:25:00,M02,x,1.046,1.3639,mm/s
2025-06-24 14:25:00,M02,y,1.0125,1.4579,mm/s
2025-06-24 14:25:00,M02,z,3.3947,5.6018,mm/s
2025-06-24 14:25:00,M03,x,0.8844,1.347,mm/s
2025-06-24 14:25:00,M03,y,0.964,1.6332,mm/s
2025-06-24 14:25:00,M03,z,1.0482,1.7044,mm/s
2025-06-24 14:26:00,M01,x,0.9229,1.5604,mm/s
2025-06-24 14:26:00,M01,y,0.9209,1.3834,mm/s
2025-06-24 14:26:00,M01,z,1.5435,2.0351,mm/s
2025-06-24 14:26:00,M02,x,1.082,1.5876,mm/s
2025-06-24 14:26:00,M02,y,1.0898,1.4854,mm/s
2025-06-24 14:26:00,M02,z,3.5118,6.3071,mm/s
2025-06-24 14:26:00,M03,x,0.8963,1.4125,mm/s
2025-06-24 14:26:00,M03,y,0.9673,1.5096,mm/s
2025-06-24 14:26:00,M03,z,1.001,1.3153,mm/s
2025-06-24 14:27:00,M01,x,0.9264,1.5733,mm/s
2025-06-24 14:27:00,M01,y,0.9752,1.6452,mm/s
2025-06-24 14:27:00,M01,z,1.5174,2.5238,mm/s
2025-06-24 14:27:00,M02,x,1.0693,1.4221,mm/s
2025-06-24 14:27:00,M02,y,1.0984,1.6328,mm/s
2025-06-24 14:27:00,M02,z,3.6439,4.824,mm/s
2025-06-24 14:27:00,M03,x,0.8732,1.4194,mm/s
2025-06-24 14:27:00,M03,y,0.9738,1.6247,mm/s
2025-06-24 14:27:00,M03,z,1.0238,1.5629,mm/s
2025-06-24 14:28:00,M01,x,1.022,1.834,mm/s
2025-06-24 14:28:00,M01,y,0.9923,1.5706,mm/s
2025-06-24 14:28:00,M01,z,1.5793,2.4742,mm/s
2025-06-24 14:28:00,M02,x,1.0154,1.6224,mm/s
2025-06-24 14:28:00,M02,y,1.0807,1.829,mm/s
2025-06-24 14:28:00,M02,z,3.7898,6.2813,mm/s
2025-06-24 14:28:00,M03,x,0.8703,1.3575,mm/s
2025-06-24 14:28:00,M03,y,0.8941,1.273,mm/s
2025-06-24 14:28:00,M03,z,0.9752,1.669,mm/s
2025-06-24 14:29:00,M01,x,0.9967,1.4757,mm/s
2025-06-24 14:29:00,M01,y,1.0515,1.8025,mm/s
2025-06-24 14:29:00,M01,z,1.5727,2.1089,mm/s
2025-06-24 14:29:00,M02,x,1.1275,1.7342,mm/s
2025-06-24 14:29:00,M02,y,1.1319,1.724,mm/s
2025-06-24 14:29:00,M02,z,3.8234,6.095,mm/s
2025-06-24 14:29:00,M03,x,0.9358,1.4594,mm/s
2025-06-24 14:29:00,M03,y,0.9253,1.4337,mm/s
2025-06-24 14:29:00,M03,z,1.0192,1.5407,mm/s
2025-06-24 14:30:00,M01,x,0.864,1.3347,mm/s
2025-06-24 14:30:00,M01,y,1.034,1.8474,mm/s
2025-06-24 14:30:00,M01,z,1.5475,2.1101,mm/s
2025-06-24 14:30:00,M02,x,1.03,1.7052,mm/s
2025-06-24 14:30:00,M02,y,1.1429,1.9791,mm/s
2025-06-24 14:30:00,M02,z,3.9954,5.4299,mm/s
2025-06-24 14:30:00,M03,x,0.9105,1.5235,mm/s
2025-06-24 14:30:00,M03,y,0.9941,1.7616,mm/s
2025-06-24 14:30:00,M03,z,0.9329,1.4934,mm/s
2025-06-24 14:31:00,M01,x,1.0221,1.5376,mm/s
2025-06-24 14:31:00,M01,y,1.0378,1.37,mm/s
2025-06-24 14:31:00,M01,z,1.5746,2.1677,mm/s
2025-06-24 14:31:00,M02,x,0.9651,1.401,mm/s
2025-06-24 14:31:00,M02,y,1.1887,1.8341,mm/s
2025-06-24 14:31:00,M02,z,3.9557,6.3086,mm/s
2025-06-24 14:31:00,M03,x,0.8786,1.1636,mm/s
2025-06-24 14:31:00,M03,y,1.016,1.4303,mm/s
2025-06-24 14:31:00,M03,z,0.9483,1.6212,mm/s
2025-06-24 14:32:00,M01,x,0.9296,1.3705,mm/s
2025-06-24 14:32:00,M01,y,1.0014,1.7376,mm/s
2025-06-24 14:32:00,M01,z,1.4947,2.3659,mm/s
2025-06-24 14:32:00,M02,x,1.0758,1.8828,mm/s
2025-06-24 14:32:00,M02,y,1.1089,1.8408,mm/s
2025-06-24 14:32:00,M02,z,3.9055,6.2599,mm/s
2025-06-24 14:32:00,M03,x,0.9036,1.3829,mm/s
2025-06-24 14:32:00,M03,y,0.9027,1.3766,mm/s
2025-06-24 14:32:00,M03,z,0.9238,1.3512,mm/s
2025-06-24 14:33:00,M01,x,0.9752,1.6577,mm/s
2025-06-24 14:33:00,M01,y,0.979,1.3867,mm/s
2025-06-24 14:33:00,M01,z,1.506,2.2555,mm/s
2025-06-24 14:33:00,M02,x,0.9526,1.6623,mm/s
2025-06-24 14:33:00,M02,y,1.0743,1.7919,mm/s
2025-06-24 14:33:00,M02,z,3.9012,6.451,mm/s
2025-06-24 14:33:00,M03,x,0.8364,1.3265,mm/s
2025-06-24 14:33:00,M03,y,0.9679,1.5298,mm/s
2025-06-24 14:33:00,M03,z,0.9399,1.28,mm/s
2025-06-24 14:34:00,M01,x,0.9256,1.4896,mm/s
2025-06-24 14:34:00,M01,y,0.9905,1.5733,mm/s
2025-06-24 14:34:00,M01,z,1.5916,2.2198,mm/s
2025-06-24 14:34:00,M02,x,1.067,1.641,mm/s
2025-06-24 14:34:00,M02,y,1.1161,1.9734,mm/s
2025-06-24 14:34:00,M02,z,3.9378,5.473,mm/s
2025-06-24 14:34:00,M03,x,0.9698,1.3797,mm/s
2025-06-24 14:34:00,M03,y,0.9584,1.5841,mm/s
2025-06-24 14:34:00,M03,z,1.033,1.7597,mm/s
2025-06-24 14:35:00,M01,x,0.9219,1.4782,mm/s
2025-06-24 14:35:00,M01,y,0.9901,1.7139,mm/s
2025-06-24 14:35:00,M01,z,1.5508,2.0341,mm/s
2025-06-24 14:35:00,M02,x,1.0118,1.7502,mm/s
2025-06-24 14:35:00,M02,y,1.116,1.6279,mm/s
2025-06-24 14:35:00,M02,z,3.9491,5.33,mm/s
2025-06-24 14:35:00,M03,x,0.9197,1.2729,mm/s
2025-06-24 14:35:00,M03,y,0.969,1.3031,mm/s
2025-06-24 14:35:00,M03,z,1.0242,1.4886,mm/s
2025-06-24 14:36:00,M01,x,0.9297,1.4942,mm/s
2025-06-24 14:36:00,M01,y,1.0134,1.4822,mm/s
2025-06-24 14:36:00,M01,z,1.5587,2.3302,mm/s
2025-06-24 14:36:00,M02,x,1.0524,1.5365,mm/s
2025-06-24 14:36:00,M02,y,1.0698,1.5916,mm/s
2025-06-24 14:36:00,M02,z,3.9684,6.8013,mm/s
2025-06-24 14:36:00,M03,x,0.9195,1.5411,mm/s
2025-06-24 14:36:00,M03,y,0.9685,1.5428,mm/s
2025-06-24 14:36:00,M03,z,0.9332,1.3928,mm/s
2025-06-24 14:37:00,M01,x,0.9529,1.2936,mm/s
2025-06-24 14:37:00,M01,y,1.0415,1.5659,mm/s
2025-06-24 14:37:00,M01,z,1.5629,2.4101,mm/s
2025-06-24 14:37:00,M02,x,1.0256,1.7877,mm/s
2025-06-24 14:37:00,M02,y,1.116,1.601,mm/s
2025-06-24 14:37:00,M02,z,4.0084,5.7046,mm/s
2025-06-24 14:37:00,M03,x,0.8864,1.3982,mm/s
2025-06-24 14:37:00,M03,y,0.9575,1.4395,mm/s
2025-06-24 14:37:00,M03,z,0.9667,1.2973,mm/s
2025-06-24 14:38:00,M01,x,0.9323,1.6632,mm/s
2025-06-24 14:38:00,M01,y,0.9797,1.4565,mm/s
2025-06-24 14:38:00,M01,z,1.617,2.5367,mm/s
2025-06-24 14:38:00,M02,x,1.0436,1.5778,mm/s
2025-06-24 14:38:00,M02,y,1.1372,1.4789,mm/s
2025-06-24 14:38:00,M02,z,3.9268,6.0171,mm/s
2025-06-24 14:38:00,M03,x,0.9158,1.6357,mm/s
2025-06-24 14:38:00,M03,y,0.921,1.1976,mm/s
2025-06-24 14:38:00,M03,z,1.0419,1.6659,mm/s
2025-06-24 14:39:00,M01,x,0.9314,1.6018,mm/s
2025-06-24 14:39:00,M01,y,0.9728,1.5721,mm/s
2025-06-24 14:39:00,M01,z,1.5742,2.507,mm/s
2025-06-24 14:39:00,M02,x,1.0378,1.7327,mm/s
2025-06-24 14:39:00,M02,y,1.0992,1.7384,mm/s
2025-06-24 14:39:00,M02,z,3.9374,5.3607,mm/s
2025-06-24 14:39:00,M03,x,0.9381,1.285,mm/s
2025-06-24 14:39:00,M03,y,0.9196,1.3941,mm/s
2025-06-24 14:39:00,M03,z,0.9887,1.5871,mm/s
2025-06-24 14:40:00,M01,x,0.9838,1.6145,mm/s
2025-06-24 14:40:00,M01,y,0.9907,1.4576,mm/s
2025-06-24 14:40:00,M01,z,1.5452,2.3585,mm/s
2025-06-24 14:40:00,M02,x,1.1167,1.589,mm/s
2025-06-24 14:40:00,M02,y,1.1364,1.7386,mm/s
2025-06-24 14:40:00,M02,z,3.9461,6.3128,mm/s
2025-06-24 14:40:00,M03,x,0.9611,1.5601,mm/s
2025-06-24 14:40:00,M03,y,0.9561,1.2439,mm/s
2025-06-24 14:40:00,M03,z,0.9148,1.4969,mm/s
2025-06-24 14:41:00,M01,x,0.9627,1.4504,mm/s
2025-06-24 14:41:00,M01,y,1.0493,1.7641,mm/s
2025-06-24 14:41:00,M01,z,1.5131,2.3742,mm/s
2025-06-24 14:41:00,M02,x,1.0634,1.4236,mm/s
2025-06-24 14:41:00,M02,y,1.0437,1.373,mm/s
2025-06-24 14:41:00,M02,z,3.9794,6.5108,mm/s
2025-06-24 14:41:00,M03,x,0.8481,1.2522,mm/s
2025-06-24 14:41:00,M03,y,0.9788,1.4476,mm/s
2025-06-24 14:41:00,M03,z,0.9308,1.2925,mm/s
2025-06-24 14:42:00,M01,x,0.957,1.2481,mm/s
2025-06-24 14:42:00,M01,y,0.9386,1.4373,mm/s
2025-06-24 14:42:00,M01,z,1.5924,2.2465,mm/s
2025-06-24 14:42:00,M02,x,1.0331,1.3532,mm/s
2025-06-24 14:42:00,M02,y,1.0825,1.6009,mm/s
2025-06-24 14:42:00,M02,z,4.0385,5.4317,mm/s
2025-06-24 14:42:00,M03,x,0.8743,1.4504,mm/s
2025-06-24 14:42:00,M03,y,0.9278,1.3148,mm/s
2025-06-24 14:42:00,M03,z,0.962,1.3856,mm/s
2025-06-24 14:43:00,M01,x,0.9515,1.6673,mm/s
2025-06-24 14:43:00,M01,y,0.9927,1.3878,mm/s
2025-06-24 14:43:00,M01,z,1.5273,2.6125,mm/s
2025-06-24 14:43:00,M02,x,0.9858,1.5621,mm/s
2025-06-24 14:43:00,M02,y,1.1491,1.7777,mm/s
2025-06-24 14:43:00,M02,z,3.8943,6.1641,mm/s
2025-06-24 14:43:00,M03,x,0.8812,1.4462,mm/s
2025-06-24 14:43:00,M03,y,0.9365,1.2775,mm/s
2025-06-24 14:43:00,M03,z,0.9941,1.3247,mm/s
2025-06-24 14:44:00,M01,x,0.9469,1.3389,mm/s
2025-06-24 14:44:00,M01,y,1.0519,1.6426,mm/s
2025-06-24 14:44:00,M01,z,1.5603,2.5573,mm/s
2025-06-24 14:44:00,M02,x,1.0244,1.8398,mm/s
2025-06-24 14:44:00,M02,y,1.0827,1.5444,mm/s
2025-06-24 14:44:00,M02,z,3.9038,6.1682,mm/s
2025-06-24 14:44:00,M03,x,0.8096,1.3119,mm/s
2025-06-24 14:44:00,M03,y,0.9769,1.7306,mm/s
2025-06-24 14:44:00,M03,z,1.0896,1.6521,mm/s
2025-06-24 14:45:00,M01,x,0.9803,1.7621,mm/s
2025-06-24 14:45:00,M01,y,0.9909,1.5193,mm/s
2025-06-24 14:45:00,M01,z,1.616,2.3929,mm/s
2025-06-24 14:45:00,M02,x,1.0547,1.4895,mm/s
2025-06-24 14:45:00,M02,y,1.0171,1.4636,mm/s
2025-06-24 14:45:00,M02,z,3.9117,5.0953,mm/s
2025-06-24 14:45:00,M03,x,0.921,1.2869,mm/s
2025-06-24 14:45:00,M03,y,0.9954,1.3066,mm/s
2025-06-24 14:45:00,M03,z,1.0256,1.7114,mm/s
2025-06-24 14:46:00,M01,x,0.9916,1.326,mm/s
2025-06-24 14:46:00,M01,y,0.9942,1.4167,mm/s
2025-06-24 14:46:00,M01,z,1.5752,2.5408,mm/s
2025-06-24 14:46:00,M02,x,1.0796,1.4557,mm/s
2025-06-24 14:46:00,M02,y,1.0279,1.6408,mm/s
2025-06-24 14:46:00,M02,z,3.9591,6.3866,mm/s
2025-06-24 14:46:00,M03,x,0.8847,1.1978,mm/s
2025-06-24 14:46:00,M03,y,0.9762,1.3854,mm/s
2025-06-24 14:46:00,M03,z,0.9928,1.4562,mm/s
2025-06-24 14:47:00,M01,x,0.9613,1.6314,mm/s
2025-06-24 14:47:00,M01,y,1.0649,1.7143,mm/s
2025-06-24 14:47:00,M01,z,1.5347,2.5814,mm/s
2025-06-24 14:47:00,M02,x,1.0129,1.3601,mm/s
2025-06-24 14:47:00,M02,y,1.0627,1.4138,mm/s
2025-06-24 14:47:00,M02,z,3.9839,6.8676,mm/s
2025-06-24 14:47:00,M03,x,0.9072,1.2089,mm/s
2025-06-24 14:47:00,M03,y,1.0124,1.5398,mm/s
2025-06-24 14:47:00,M03,z,1.0644,1.5442,mm/s
2025-06-24 14:48:00,M01,x,0.9396,1.5398,mm/s
2025-06-24 14:48:00,M01,y,0.9895,1.563,mm/s
2025-06-24 14:48:00,M01,z,1.5491,2.0881,mm/s
2025-06-24 14:48:00,M02,x,1.0877,1.823,mm/s
2025-06-24 14:48:00,M02,y,1.1057,1.8021,mm/s
2025-06-24 14:48:00,M02,z,4.0038,5.2262,mm/s
2025-06-24 14:48:00,M03,x,0.8469,1.4736,mm/s
2025-06-24 14:48:00,M03,y,0.9975,1.6056,mm/s
2025-06-24 14:48:00,M03,z,0.9497,1.6064,mm/s
2025-06-24 14:49:00,M01,x,1.0297,1.5724,mm/s
2025-06-24 14:49:00,M01,y,0.9877,1.3347,mm/s
2025-06-24 14:49:00,M01,z,1.5843,2.5311,mm/s
2025-06-24 14:49:00,M02,x,1.1143,1.5565,mm/s
2025-06-24 14:49:00,M02,y,1.1291,1.7914,mm/s
2025-06-24 14:49:00,M02,z,3.93,5.9363,mm/s
2025-06-24 14:49:00,M03,x,0.8766,1.4572,mm/s
2025-06-24 14:49:00,M03,y,0.9219,1.5659,mm/s
2025-06-24 14:49:00,M03,z,1.0102,1.3438,mm/s
2025-06-24 14:50:00,M01,x,0.9338,1.662,mm/s
2025-06-24 14:50:00,M01,y,1.0396,1.7436,mm/s
2025-06-24 14:50:00,M01,z,1.5313,2.5844,mm/s
2025-06-24 14:50:00,M02,x,1.1272,1.5484,mm/s
2025-06-24 14:50:00,M02,y,1.0868,1.6133,mm/s
2025-06-24 14:50:00,M02,z,3.9842,5.1956,mm/s
2025-06-24 14:50:00,M03,x,0.8484,1.1272,mm/s
2025-06-24 14:50:00,M03,y,0.9189,1.4276,mm/s
2025-06-24 14:50:00,M03,z,1.0404,1.5721,mm/s
2025-06-24 14:51:00,M01,x,0.8819,1.2326,mm/s
2025-06-24 14:51:00,M01,y,1.0268,1.738,mm/s
2025-06-24 14:51:00,M01,z,1.647,2.4224,mm/s
2025-06-24 14:51:00,M02,x,1.0196,1.8261,mm/s
2025-06-24 14:51:00,M02,y,1.0464,1.6741,mm/s
2025-06-24 14:51:00,M02,z,3.9243,6.9913,mm/s
2025-06-24 14:51:00,M03,x,0.9459,1.5211,mm/s
2025-06-24 14:51:00,M03,y,0.9292,1.419,mm/s
2025-06-24 14:51:00,M03,z,1.0116,1.7143,mm/s
2025-06-24 14:52:00,M01,x,0.9772,1.2722,mm/s
2025-06-24 14:52:00,M01,y,1.0074,1.422,mm/s
2025-06-24 14:52:00,M01,z,1.5719,2.2313,mm/s
2025-06-24 14:52:00,M02,x,1.1055,1.8432,mm/s
2025-06-24 14:52:00,M02,y,1.1343,1.8943,mm/s
2025-06-24 14:52:00,M02,z,3.9395,5.5258,mm/s
2025-06-24 14:52:00,M03,x,0.9487,1.4054,mm/s
2025-06-24 14:52:00,M03,y,1.061,1.4184,mm/s
2025-06-24 14:52:00,M03,z,1.0194,1.4733,mm/s
2025-06-24 14:53:00,M01,x,0.9537,1.3325,mm/s
2025-06-24 14:53:00,M01,y,0.9415,1.2446,mm/s
2025-06-24 14:53:00,M01,z,1.5313,2.0134,mm/s
2025-06-24 14:53:00,M02,x,1.058,1.8438,mm/s
2025-06-24 14:53:00,M02,y,1.1234,1.8642,mm/s
2025-06-24 14:53:00,M02,z,3.9228,5.4498,mm/s
2025-06-24 14:53:00,M03,x,0.943,1.236,mm/s
2025-06-24 14:53:00,M03,y,0.9984,1.3084,mm/s
2025-06-24 14:53:00,M03,z,0.9266,1.5184,mm/s
2025-06-24 14:54:00,M01,x,0.899,1.2186,mm/s
2025-06-24 14:54:00,M01,y,1.0485,1.8538,mm/s
2025-06-24 14:54:00,M01,z,1.5574,2.655,mm/s
2025-06-24 14:54:00,M02,x,1.0779,1.7575,mm/s
2025-06-24 14:54:00,M02,y,1.2025,2.1631,mm/s
2025-06-24 14:54:00,M02,z,3.9103,6.8072,mm/s
2025-06-24 14:54:00,M03,x,0.9106,1.2495,mm/s
2025-06-24 14:54:00,M03,y,0.9398,1.656,mm/s
2025-06-24 14:54:00,M03,z,1.0073,1.5,mm/s
2025-06-24 14:55:00,M01,x,0.9249,1.3754,mm/s
2025-06-24 14:55:00,M01,y,0.9109,1.2956,mm/s
2025-06-24 14:55:00,M01,z,1.5044,1.9905,mm/s
2025-06-24 14:55:00,M02,x,1.0307,1.6159,mm/s
2025-06-24 14:55:00,M02,y,1.0827,1.835,mm/s
2025-06-24 14:55:00,M02,z,3.9438,6.6958,mm/s
2025-06-24 14:55:00,M03,x,0.9117,1.5831,mm/s
2025-06-24 14:55:00,M03,y,1.0126,1.7649,mm/s
2025-06-24 14:55:00,M03,z,0.9155,1.2859,mm/s
